price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,when_sold,district
825000,4,1.5,6900,2,0,0,3,9,2040,0,1903,0,3150,8220,1625,1
476500,3,1,6120,1,0,0,4,7,950,250,1945,0,1550,6120,1438,1
379500,2,1,5096,1,0,0,5,7,960,0,1949,0,1760,4488,1592,1
620000,3,1.75,35236,1,0,0,3,8,2410,0,1980,2001,2110,16980,1644,2
477590,3,3.25,7701,2,0,0,3,8,1760,500,2000,0,1880,7529,1708,1
490000,3,1,8190,1,0,0,4,7,1010,900,1946,0,1600,5042,1780,1
470000,3,1.5,5000,1.5,0,0,4,7,1140,360,1927,0,1500,5000,1741,1
5e+05,3,2.25,1236,2,0,0,3,8,1140,220,2006,0,1620,1231,1715,1
370000,3,1,7341,1,0,0,3,7,1320,0,1982,0,1160,7573,1739,1
790000,2,1.5,4400,1,0,0,3,7,970,970,1923,0,1480,3080,1485,1
725000,4,2.5,18295,2,0,0,3,8,2650,0,1986,0,2230,19856,1745,2
840000,4,2.75,2800,2,0,0,3,9,2100,940,1906,2014,1260,2178,1772,1
390000,3,1,11108,1,0,0,4,7,1240,0,1952,0,2220,16533,1765,1
507000,3,2.25,11585,1,0,0,4,7,1510,700,1958,0,1870,14092,1680,1
263500,3,1.75,6273,1,0,0,4,6,770,770,1951,0,1140,5512,1594,1
369000,3,2.5,1683,2,0,0,3,8,1270,50,2004,0,1320,2206,1727,1
5e+05,3,2.5,5326,2,0,0,3,9,3040,0,2008,0,3040,5442,1694,4
570000,2,1,4301,1,0,0,4,7,910,0,1923,0,1810,4301,1459,1
284000,4,3,7145,1,0,0,3,8,1490,550,1994,0,1940,7145,1490,4
415000,2,1,4108,1,0,0,3,7,980,0,1947,0,1500,4046,1606,1
197500,3,1,3090,1.5,0,0,3,6,980,0,1903,0,980,3090,1785,1
925000,4,3.75,9492,2,0,1,3,9,3420,1000,1962,2005,2880,9900,1620,1
468000,3,2,6300,1,0,0,3,7,820,750,1953,2005,1510,4281,1604,1
355000,3,1,5001,1.5,0,0,5,6,1080,520,1930,0,1340,5001,1724,1
639000,4,1.75,6000,1,0,0,4,7,930,900,1939,0,1540,6000,1696,1
720000,3,2.5,14250,2,0,0,3,11,2820,0,1991,0,2820,12600,1453,2
381000,3,1.75,6000,1,0,0,5,6,900,900,1950,0,1060,6628,1757,1
1050000,3,4,42769,2,0,0,5,11,4380,0,1983,0,3630,35425,1777,2
670000,3,3,3730,2,0,0,3,9,2980,0,2005,0,2710,3640,1605,2
4e+05,3,1,6658,1,0,0,3,7,1690,0,1942,1982,1080,5925,1619,1
910000,4,3.5,50479,2,0,0,3,11,4040,0,1987,0,3770,40899,1743,2
294000,3,1,9427,1,0,0,3,6,1250,0,1931,0,1590,8250,1463,2
315001,3,1.75,10230,1,0,0,2,7,1500,0,1968,0,1770,8374,1486,4
360000,3,2,10723,1,0,0,5,7,1630,0,1959,0,1450,10723,1708,4
520000,3,2,2700,2,0,0,4,7,1410,0,1902,0,1750,4000,1703,1
474000,3,1,4560,1,0,0,4,6,770,370,1944,0,1340,3980,1637,1
702000,4,2.5,5876,2,0,0,3,7,3280,0,2004,0,2600,5000,1483,2
728000,4,3.5,87497,2,0,0,3,9,3490,0,2001,0,2400,55657,1682,4
308000,4,2.5,7277,2,0,0,3,8,2020,0,1993,0,2820,7284,1491,4
2e+06,5,4,4443,3,1,4,3,10,4580,0,2004,0,2710,4443,1776,2
340000,3,2.5,7917,2,0,0,3,8,2270,0,1986,0,2160,7917,1714,3
306500,2,1.75,10200,1,0,0,4,6,1310,0,1947,0,1500,7200,1464,7
716000,3,2,3600,1.5,0,0,4,7,1420,0,1904,0,1250,3600,1529,1
950000,4,3,44431,2,0,0,2,10,2640,340,1981,0,2010,7332,1668,2
673200,5,3,8561,2,0,0,3,7,4180,0,2003,0,3425,6591,1679,2
564500,4,2.25,6000,1,0,0,3,7,1350,600,1961,0,1980,6000,1473,1
393000,4,1.75,11801,1,0,0,4,8,1790,0,1974,0,2000,12988,1518,4
425000,5,1.75,5071,1,0,0,3,5,1400,0,1916,0,1200,7500,1484,5
150000,3,1,24684,1,0,0,3,7,1320,0,1979,0,1120,21214,1709,1
327000,4,2.25,106722,1,0,0,3,8,1200,420,1980,0,1620,38400,1504,4
444900,4,2.5,7448,2,0,0,3,9,3120,0,1998,0,2980,8102,1478,4
305000,4,2.5,14773,2,0,0,3,8,2100,0,1998,0,2370,15440,1717,3
469000,3,3.25,1194,3,0,0,3,8,1370,0,2004,0,1800,2678,1690,1
525000,3,1.75,7875,1,0,0,5,8,1520,0,1969,0,2150,9428,1651,2
330000,3,2.5,17424,1,0,0,3,7,1630,780,1978,0,1530,11761,1461,4
618000,4,1,4080,1,0,0,4,7,1260,0,1911,0,1340,4080,1645,1
295500,4,2.5,7350,1,0,0,3,8,1690,1140,1982,0,2350,7768,1599,3
567035,3,2,46173,2,0,0,5,7,2064,0,1903,0,1640,21780,1721,6
518000,4,2.25,34870,1,0,0,3,8,1770,870,1977,0,2500,35580,1714,4
303000,2,1,9200,1,0,0,3,7,1020,0,1978,0,1520,9600,1431,7
3e+05,4,2.5,8065,2,0,0,3,7,2200,0,1998,0,2641,8535,1731,4
413107,3,1.5,7520,1,0,0,4,7,1420,0,1956,0,2000,7520,1632,2
4e+05,3,1,3090,1.5,0,0,5,6,1350,0,1914,0,1350,3090,1688,1
535000,3,1,6859,1,0,0,4,7,1290,0,1941,0,1560,6369,1457,1
555000,4,2,2600,1,0,0,5,7,840,840,1915,0,1680,3340,1658,1
312000,3,2.5,6386,2,0,0,3,8,2280,0,2008,0,2550,4835,1597,4
785200,3,2.25,3500,1.5,0,0,5,8,1540,300,1910,0,1800,3300,1766,1
749000,4,2,11850,1,0,2,3,7,1020,1020,1959,0,2040,8504,1631,2
285000,3,1.5,10367,1,0,0,3,7,1010,480,1957,0,1000,8254,1460,1
425000,4,2.5,5088,2,0,0,3,7,2440,0,2007,0,2440,5762,1667,7
360000,3,2,15540,1,0,0,3,8,1260,670,1958,0,1900,12123,1722,1
260000,3,1,6615,1,0,0,4,7,1200,0,1954,0,1230,6615,1430,1
369000,3,2,8509,1,0,0,3,7,1150,400,1959,0,1840,7620,1770,1
275000,4,2.5,11132,1,0,0,4,8,1620,560,1978,0,1950,13801,1693,3
407000,3,2.25,1448,3,0,0,3,8,1430,0,2005,0,1430,1383,1674,1
575000,2,1.75,5418,1,0,0,3,8,990,240,1949,0,1330,5074,1453,1
1236000,3,1.5,3852,2,0,3,4,8,1670,0,1928,0,2320,4572,1438,1
875000,2,2.5,4913,1,0,1,4,8,1700,1020,1936,0,2520,5303,1547,1
320000,4,1.5,6811,1,0,0,4,7,1270,950,1961,0,1800,7350,1727,4
810000,3,1.5,9041,1,0,0,4,7,1520,0,1954,0,3260,10020,1736,2
274000,3,1.75,7620,1,0,0,4,7,1090,500,1984,0,1590,7620,1451,4
239900,4,1.75,9523,1,0,0,3,7,1120,360,1959,0,1590,8300,1567,4
450000,4,1.5,7808,1,0,0,3,7,1080,780,1953,0,1530,7884,1572,1
263400,4,2,60548,1,0,0,3,6,960,400,1960,0,1930,28800,1739,3
265000,3,1,5967,1,0,0,3,6,1360,0,1954,0,1360,6052,1450,1
418000,4,3,6250,1,0,2,3,7,1460,900,1960,0,2500,6250,1753,1
390000,3,2,5737,2,0,0,3,8,2360,0,2003,0,1600,9163,1695,1
430000,3,2,7500,1,0,0,3,7,930,930,1909,1950,1000,5000,1443,1
1442500,3,2.25,9705,2.5,0,2,4,8,2630,0,1987,0,2640,14284,1442,2
297000,2,1.75,37373,1,0,0,4,7,1280,0,1996,0,2180,48351,1596,8
650000,4,2.25,7220,2,0,1,3,8,1600,730,1988,0,2220,9100,1464,1
195000,2,1,18000,1,0,0,3,6,720,0,1950,0,1250,7925,1791,1
554000,3,3.5,108900,2,0,0,3,9,2700,680,1999,0,2250,130680,1753,4
550000,3,2,843309,2,0,0,4,7,3650,0,1991,0,1870,273992,1648,6
7e+05,3,1.75,4590,1.5,0,0,5,7,1640,0,1951,0,1760,5100,1505,1
3e+05,4,1,177657,1.5,0,0,3,5,1730,0,1948,0,1400,45175,1645,7
315000,2,1,8576,1.5,0,0,5,6,1030,0,1952,0,1310,8504,1640,1
603000,3,1,5250,1,0,0,3,7,1400,390,1943,0,1790,5250,1639,1
530000,2,1,3400,1,0,2,4,7,840,0,1924,0,2000,4000,1740,1
397500,3,1.75,8480,1,0,0,3,7,1300,0,1969,0,1740,7280,1668,2
221000,3,1,5250,1.5,0,0,4,6,1240,0,1904,0,1240,5250,1471,1
466000,4,2.25,8050,1,0,0,3,7,1220,950,1976,0,1820,7700,1584,2
197500,3,1,5412,2,0,0,5,7,1330,0,1905,0,1710,10825,1750,8
280000,3,3,1080,2,0,0,3,7,1140,250,2006,0,1450,1461,1428,1
412000,2,1.5,3873,1,0,0,4,6,860,380,1909,0,1240,4336,1644,1
454000,2,1,6731,1,0,0,4,7,880,0,1950,0,1240,6731,1690,1
540000,4,2.25,228254,1,0,0,3,8,1450,1090,1990,0,1780,59241,1788,5
250000,5,1.5,5753,1.5,0,0,4,7,1510,1010,1928,0,1620,6875,1760,8
9e+05,5,2.25,35691,1,0,0,3,9,2510,0,1967,0,3160,35037,1424,2
245000,5,1.75,7902,1,0,0,3,7,1220,800,1962,0,2220,8819,1787,1
290000,3,1.75,7251,1,0,0,3,7,1350,710,1987,0,1520,7582,1640,4
160000,2,1,7742,1,0,0,3,6,930,0,1933,0,2240,8723,1519,1
1260000,2,1.5,7225,1.5,0,4,3,8,1660,1040,1910,2008,2970,5150,1466,1
325000,2,1,6050,1,0,0,3,7,940,120,1939,0,1540,5279,1469,1
185000,2,1,6750,1,0,0,4,5,670,0,1947,0,1700,11520,1547,1
477000,3,2,4990,1,0,0,3,7,950,800,1916,0,1700,5000,1652,1
1e+05,2,1,7623,1,0,0,2,6,930,0,1942,0,1300,7641,1739,1
345000,4,2.5,11481,1,0,0,3,8,1370,1050,1985,0,2290,8985,1431,3
530000,4,2.25,14985,1,0,1,4,7,1950,460,1965,0,2510,15256,1465,1
203000,3,1,7156,1,0,0,4,6,1150,0,1953,0,1210,7156,1749,1
599000,4,2.5,5000,2,0,0,3,7,2480,0,2004,0,2410,5000,1619,2
370000,4,1,6000,1.5,0,0,3,7,1310,0,1940,0,1630,6000,1719,1
140000,3,1,8000,1,0,0,4,6,1040,200,1954,0,1240,8000,1497,1
5e+05,3,1,5100,2,0,0,3,8,1150,0,1911,2005,1440,5100,1746,1
527200,3,1.75,4000,1,0,2,4,7,730,730,1929,0,1360,4000,1521,1
549900,5,2.75,7015,1,0,0,5,8,1600,1460,1979,0,2190,7600,1790,1
760000,4,2.5,8095,2,0,0,3,9,3520,0,2006,0,2460,4676,1433,2
319000,2,1,4400,1,0,0,4,7,960,0,1951,0,1520,5000,1711,1
362300,3,2.5,15264,2,0,0,3,8,2430,0,1997,0,2260,10416,1746,4
421000,3,2.5,4505,1,0,3,4,7,1440,490,1973,0,1550,4505,1438,3
690000,3,1,4000,1.5,0,0,4,7,1090,0,1945,0,1520,4000,1492,1
640000,3,2.5,31798,1,0,0,5,8,1650,1140,1953,0,1400,14849,1680,2
238000,4,1.75,6900,1,0,0,3,7,910,740,1978,1993,1540,7645,1578,3
789000,3,3,39640,2,0,2,3,10,3740,0,1991,0,2930,26136,1767,6
1050000,6,4,12741,2,0,2,3,10,3600,1710,1967,0,4190,12632,1442,1
302500,3,2.5,4476,2,0,0,3,7,1690,0,2008,0,2250,4488,1457,4
259950,4,1.75,7920,1,0,0,3,7,1400,0,1963,0,1910,7700,1485,4
456000,3,1.5,28516,1,0,0,4,7,1440,0,1975,0,2080,27049,1749,2
369950,3,2.5,3718,2,0,0,3,7,1360,0,1987,0,1090,3718,1652,2
363750,3,1.75,197326,2,0,0,4,7,1726,0,1982,0,2114,99316,1784,6
585000,3,1.75,216493,1,0,2,3,8,2220,0,1989,0,2900,169884,1697,2
268000,3,2.5,6676,2,0,0,3,7,1850,0,1986,0,1700,6663,1639,3
1200000,5,2.5,4000,2,0,0,4,8,2160,700,1910,0,1340,1224,1654,1
345000,3,1,10176,1,0,0,3,6,920,200,1905,0,1350,7500,1723,1
539000,4,2.5,19850,2,0,0,3,9,2340,0,1993,0,1930,15439,1499,1
851000,5,3.25,9792,2,0,0,3,9,2550,1210,1984,0,2960,16500,1737,2
9e+05,3,2.5,7200,2,0,2,3,10,1780,140,1997,0,2080,5000,1457,1
850000,3,2.5,5000,2,0,2,5,8,2430,800,1945,0,1820,5000,1736,1
390000,3,1.75,6500,1,0,0,4,7,1260,0,1966,0,1500,7700,1794,2
345000,3,1.75,6909,1,0,0,4,7,920,620,1955,0,1130,6908,1759,1
534500,3,2.5,3150,2,0,0,3,8,1700,0,2005,0,1700,3600,1753,2
643500,6,5.25,3960,2,0,0,3,7,2400,1200,1971,0,1450,4600,1598,1
1206500,3,2.75,5520,1.5,0,0,4,8,2130,1020,1925,0,3160,6200,1463,1
495000,2,1.75,4000,1,0,0,4,7,730,550,1929,0,2250,5382,1540,1
535000,2,1,4120,1,0,0,3,7,830,150,1950,2014,1760,4120,1709,1
435000,4,2.5,6578,2,0,0,3,7,2190,0,2004,0,2190,5416,1618,7
305000,4,2,1831,2,0,0,3,7,1970,500,2009,0,1310,7500,1603,1
799000,4,2.5,7910,2,0,0,3,9,2590,0,2001,0,1700,7488,1750,1
7e+05,4,2.5,15031,2,0,0,3,9,2580,0,1999,0,3030,10361,1603,2
467000,3,2.25,1213,2,0,0,3,8,1040,230,2005,0,1410,1265,1780,1
263000,3,1,7560,1,0,0,3,6,1250,0,1959,0,1270,7615,1458,4
760000,4,2.5,7157,2,0,0,3,9,3020,1640,2003,0,3300,7047,1688,2
293000,4,2.5,4435,2,0,3,3,8,2019,0,2008,0,1950,4800,1517,8
245000,3,2,7929,1,0,0,3,7,1490,0,1989,0,1650,7929,1687,3
181000,2,1.5,10807,1,0,0,2,7,1560,0,1949,0,1660,196591,1708,6
240000,3,1,15264,1,0,0,4,7,1030,0,1962,0,1430,14840,1442,4
880000,4,2.75,7961,1,0,2,4,8,1450,1110,1975,0,2500,9009,1599,2
285000,3,2,6377,1,0,0,3,7,1460,0,1995,0,1600,6250,1744,4
407500,2,1,6017,1,0,0,3,7,770,0,1950,0,1670,7500,1449,1
325000,4,2.5,3543,2,0,0,3,7,1960,0,2004,0,2420,3646,1696,4
405000,3,1.75,10454,1,0,0,3,7,1390,510,1978,0,2000,12000,1630,1
291700,3,2.5,4120,1.5,0,0,3,6,1230,740,1927,0,1470,4080,1458,1
370000,3,2.5,18525,2,0,3,3,8,2490,0,1995,0,1850,9516,1631,8
270000,3,1.5,8960,1,0,0,4,6,1430,0,1953,0,1560,10125,1772,1
8e+05,4,2.5,7200,1,0,0,3,8,1380,1300,1952,2013,1950,8520,1773,2
626500,3,1.75,3210,1,0,0,5,7,910,700,1928,0,1420,3210,1654,1
1130000,4,3.5,8406,2,0,1,3,11,3580,720,1987,0,2770,10006,1626,1
399950,4,2.5,7545,2,0,0,3,7,3200,0,2003,0,2840,7137,1686,4
419000,3,1.75,15030,1,0,0,4,7,1570,570,1958,0,2170,15030,1715,1
1160000,4,2.5,43995,2,0,0,3,10,4240,0,1989,0,3720,59522,1724,2
1405000,4,3.5,10769,2,0,0,3,10,3410,0,2008,0,2650,10058,1781,2
710000,4,2.75,8064,2,0,0,5,7,2090,0,1967,0,1460,8400,1708,2
650000,3,1,4840,1,0,2,4,6,1230,180,1942,0,1410,5400,1466,2
369900,4,2.5,33750,2,0,0,4,9,2820,0,1984,0,2510,36180,1504,2
641000,4,2.5,63118,2,0,0,3,9,2770,0,1997,0,2770,44224,1742,2
403000,3,1,6879,1,0,0,3,7,1400,0,1951,0,1950,7400,1478,1
1015000,3,3.25,4000,2,0,0,3,10,2730,890,2005,0,1910,5000,1736,1
865000,4,2.5,13600,1,0,0,4,8,1770,490,1974,0,2630,13995,1655,1
2485000,4,2.5,23954,1.5,1,3,5,10,2260,1180,1931,0,4230,18723,1605,1
810000,4,1,3588,2,0,3,4,8,1850,300,1926,0,1950,3588,1631,1
316750,3,2.5,1154,3,0,0,3,7,1256,0,2005,0,1309,1232,1724,1
652500,4,2.25,130244,2,0,0,3,8,2220,0,1989,0,2680,130680,1688,7
360000,6,2.75,15240,1,0,0,3,7,1850,1000,1962,0,2090,7620,1520,1
208000,2,1,5100,1,0,0,4,5,700,0,1953,0,970,5811,1449,4
898000,4,2.5,63991,2,0,0,3,10,3700,0,1992,0,3210,47215,1514,2
295000,4,1.75,11934,1,0,0,3,7,1050,350,1961,0,2080,10400,1497,2
652500,4,1.75,18253,2,0,0,3,7,3130,0,1978,0,1850,12220,1429,1
560000,4,3,5764,2,0,0,3,8,2170,0,1992,0,2010,5681,1714,2
280000,3,1,8400,1,0,0,4,7,1020,0,1957,0,1690,8030,1431,4
289950,3,2.5,8584,1.5,0,0,5,7,1760,0,1937,0,2160,8584,1739,1
397500,3,2.5,44093,1,0,0,3,7,1860,0,1978,0,1900,6130,1455,4
380000,2,1,75132,1,0,0,3,7,1140,0,1956,0,2570,35200,1472,2
415900,3,2.5,22703,1,0,0,3,7,1310,360,1988,0,1510,16817,1616,7
475000,2,1.75,8645,1,0,0,4,7,1510,200,1923,0,1280,5366,1723,1
125000,1,1,7440,1,0,0,1,5,500,0,1928,0,1350,7440,1645,1
238000,3,1,32670,1,0,0,3,7,1020,450,1958,0,2640,24100,1687,4
296000,4,1.5,9750,1,0,0,3,7,1070,300,1953,0,1540,9789,1688,1
475000,6,3,117612,1.5,0,0,3,7,3470,0,1924,0,2120,17100,1794,2
390000,3,2.25,6250,1.5,0,0,3,7,1650,0,1910,0,2060,6250,1501,1
425000,3,1,3750,1,0,0,3,6,1030,150,1940,0,1280,3750,1597,1
725000,6,3,5000,1.5,0,0,5,7,1810,1300,1921,0,1600,4000,1743,1
605000,3,2.25,12134,1,0,0,4,8,1530,550,1973,0,2320,12400,1737,2
302000,3,1,1950,2,0,0,2,7,1600,0,1906,0,1310,1138,1611,1
886000,3,2.25,6000,2,0,0,5,9,1650,730,1931,0,2000,6000,1478,1
540000,4,1.75,6120,1,0,0,5,7,980,650,1918,0,1630,4080,1694,1
435000,4,2.25,8400,2,0,0,3,7,1910,0,1975,0,1910,8400,1451,2
409000,4,3.25,10752,2,0,0,3,7,2300,840,1992,0,1300,9920,1637,1
405000,3,1,7280,1,0,0,3,7,1250,0,1975,0,1690,7280,1549,2
560200,3,2.5,3984,2,0,0,3,8,1990,0,2004,0,2320,3984,1758,2
324000,4,1.75,7208,1,0,0,3,8,1170,940,1975,0,1820,7208,1746,4
390000,4,2.5,8290,2,0,0,3,9,2490,0,1999,0,2690,7008,1781,4
414000,2,1,5000,1,0,0,3,6,800,0,1938,0,1220,5000,1458,1
441500,3,2.5,4670,2,0,0,3,7,2360,0,1998,0,2420,5620,1674,7
375000,3,2.5,5146,2,0,0,3,7,1770,0,1992,0,1230,5160,1487,1
668500,4,2.5,5500,2,0,0,3,9,2710,0,1999,0,2710,6242,1767,2
540000,5,1.5,10202,1.5,0,0,4,7,1940,0,1940,0,1900,8000,1640,1
1035000,4,3.25,11240,2,0,3,4,10,2430,1020,1960,2001,2412,19499,1763,1
1345000,4,3.25,4920,2,0,4,3,10,2520,920,2014,0,2350,5166,1471,1
758000,4,2.75,9549,1,0,0,4,7,1780,630,1956,0,2090,9549,1793,2
949880,4,2.25,10687,2,0,0,3,9,2290,0,1978,0,2290,10300,1773,2
570000,3,1,4089,1.5,0,0,3,7,1030,0,1927,0,1440,4917,1428,1
736000,4,2.5,12047,2,0,0,4,9,2290,0,1988,0,3130,15666,1794,2
670000,3,1.5,4400,1.5,0,0,4,7,1490,0,1906,0,1560,4400,1743,1
1130000,4,1.75,8400,1,0,0,5,9,1270,1100,1949,0,2370,8400,1459,1
650000,4,2,3976,1.5,0,0,4,8,1930,0,1914,0,1470,4080,1625,1
690000,2,1.75,4000,1,0,0,5,7,850,750,1918,0,1860,4000,1753,1
610000,4,2.25,45738,2,0,0,3,7,2240,0,1988,0,3180,45738,1483,2
413500,2,1,4000,1,0,0,5,5,770,0,1924,0,1420,5040,1781,1
765000,3,2.5,9752,2,0,2,3,8,2300,0,1968,2003,2640,10764,1451,2
828200,4,2.75,7081,2,0,0,3,9,3400,0,2001,0,3060,7081,1576,2
205000,2,1,4397,1,0,0,3,6,900,0,1918,0,1430,4500,1713,1
465000,3,2.5,5175,1,0,0,3,8,1030,420,1995,0,1740,9250,1584,1
556000,4,2.5,5402,2,0,0,3,8,2240,0,2005,0,2240,7560,1485,1
540000,4,2.5,4169,2,0,0,3,8,1780,0,1994,0,1830,4164,1761,2
423000,4,2.5,4254,2,0,0,3,8,2320,0,2004,0,2330,4602,1710,4
375000,3,1.75,14766,1,0,0,3,8,1590,0,1963,0,2040,10190,1455,2
173250,3,1,12696,1.5,0,0,3,7,990,0,1936,0,1260,8937,1577,1
599900,3,1.5,12030,1,0,0,3,8,1355,1250,2003,0,1590,15242,1519,5
646000,5,2.75,4461,1,0,0,3,7,1650,1220,1976,0,1890,4196,1751,1
1075000,5,4.75,17811,2,0,2,3,11,4070,1110,2001,0,3960,15103,1764,7
558000,4,2,3870,1,0,0,3,7,1020,1160,1900,0,1520,2580,1759,1
354000,2,1,5225,1,0,0,3,7,850,0,1949,0,1230,5225,1606,1
1195000,4,4,9517,2,0,0,3,11,3360,690,1990,0,3330,9436,1547,1
670000,4,2,4200,1.5,0,0,3,7,1650,600,1909,0,1200,3360,1465,1
1125000,6,4.25,9378,3,0,2,3,11,3100,0,1978,0,3270,6334,1641,1
267500,2,1,12250,2.5,0,0,4,6,1747,0,1948,0,1620,10300,1701,3
299800,4,2.5,4708,2,0,0,3,8,2410,0,2002,0,2517,5290,1499,4
430000,4,1.75,9120,1,0,0,4,7,1250,820,1958,0,1650,8400,1451,2
775000,5,1,3040,1.5,0,0,3,7,1530,330,1921,0,1910,3600,1483,1
333000,3,1,5214,1,0,0,3,7,830,120,1944,0,1490,7636,1533,1
336000,3,2,11765,1,0,0,4,6,1060,0,1951,0,1500,9151,1458,1
323000,2,1,1712,2,0,0,4,7,880,0,1945,0,1360,1748,1546,1
575000,4,2.5,56628,2,0,0,3,9,2550,0,2001,0,1870,56628,1724,4
328000,2,2.25,2079,2,0,0,3,8,1550,0,2008,0,1420,1977,1581,1
572500,3,1,4600,1.5,0,0,4,7,1290,300,1926,0,1770,4350,1576,1
6e+05,3,1.75,5100,1,0,0,5,7,1040,610,1908,0,1540,5100,1778,1
412000,4,3,7242,2,0,0,3,8,2430,0,2003,0,2430,7242,1445,4
827500,3,2.5,7200,1,0,0,5,7,1310,500,1960,0,2050,7200,1583,2
3e+05,4,2.5,17349,2,0,0,3,8,2890,0,1994,0,2330,22356,1471,3
415000,3,2.5,5040,2,0,0,4,7,1280,0,1985,0,1500,5040,1603,1
750000,7,2.75,4056,1.5,0,0,4,8,2130,1280,1906,0,2510,4056,1604,1
8e+05,3,2.75,4000,2,0,0,3,8,1700,520,1914,2000,1800,4000,1729,1
420000,3,1,6000,1,0,0,3,8,1060,0,1954,0,1240,7874,1479,1
266000,3,1.5,8250,1,0,0,4,7,1120,0,1957,0,1320,8400,1632,4
499000,4,2.5,10590,2,0,0,3,8,2680,0,2004,0,2330,5566,1626,5
440000,4,1.5,5750,2,0,0,3,7,1770,0,1947,0,970,5750,1743,1
495000,3,2,12196,2,0,0,4,7,2310,640,1918,0,2320,19844,1746,1
630000,2,1.75,5300,1,0,0,4,7,840,420,1951,0,1280,3000,1466,1
424000,3,1.75,6818,1,0,0,5,7,1430,0,1972,0,1480,7210,1704,2
760000,4,2.5,36183,2,0,0,3,9,2730,0,1986,0,2710,5964,1765,2
650000,4,3.5,15704,2,0,0,3,9,2110,1160,1990,0,3020,8582,1689,2
248500,4,1.75,10018,1,0,0,5,7,1720,0,1960,0,1220,10018,1793,4
379600,3,1.75,12420,1,0,0,4,7,1270,0,1962,0,1560,9910,1444,2
538000,4,2.5,10032,1,0,0,3,8,1960,1300,1978,0,1802,7249,1718,1
530000,4,2.5,6360,2,0,0,3,8,2050,0,1988,0,2070,7541,1753,2
545000,4,2.25,9720,2,0,0,3,8,2050,0,1967,0,2310,9680,1535,2
925000,4,3,35261,1.5,0,0,3,10,3580,0,1985,0,3540,36750,1745,2
565000,4,2.75,48787,1.5,0,0,4,9,1960,0,1983,0,1970,36425,1577,2
405100,2,1,3522,1,0,0,3,6,840,0,1947,0,1390,4800,1786,1
502000,3,1.75,8800,1,0,0,4,8,1300,0,1963,0,1350,8800,1760,2
425000,3,2.25,3000,2,0,0,3,7,1260,0,2003,0,1630,3042,1613,2
233500,3,2.25,2958,2,0,0,3,7,1650,0,1985,0,1510,3788,1746,4
287000,3,2.5,10341,2,0,2,3,7,1710,0,1986,0,1830,9358,1473,4
190000,3,1,8775,1,0,0,3,7,1180,0,1966,0,1300,8100,1511,3
666000,3,2.25,31510,2,0,0,3,8,2780,0,1979,0,2890,36400,1613,2
330000,2,1,3090,1,0,0,4,6,950,0,1909,0,1230,4120,1585,1
1490000,5,3.5,7821,2,0,2,3,10,2790,830,1958,2010,2690,9757,1666,1
393000,3,2.25,10256,2,0,0,3,8,2140,0,1987,0,2040,11717,1668,4
353000,4,2.75,4627,1,0,0,3,8,1010,910,1998,0,1910,7210,1653,1
260000,2,1,6720,1,0,0,3,6,750,0,1916,0,920,6720,1627,1
680000,3,2.5,2551,2,0,0,3,8,1900,160,2001,0,2060,2936,1571,2
921000,3,2.25,11200,1,0,0,4,8,2380,0,1963,0,2010,11200,1724,2
319000,2,1,6380,1,0,0,3,7,750,0,1949,0,1690,6495,1568,1
280000,3,1,10881,1,0,0,2,7,920,240,1983,0,1280,10843,1443,2
220000,3,1,6300,1,0,0,3,6,1050,0,1942,0,740,6300,1758,1
219000,3,1.5,5200,1,0,0,4,7,1060,680,1977,0,1540,5200,1534,4
528000,4,2.75,7171,1,0,0,3,8,1540,510,1988,0,1960,7110,1700,2
405000,3,1.75,8100,1,0,0,4,7,1310,670,1949,0,1450,8212,1773,1
372977,3,2.5,1618,2,0,0,3,8,1150,540,2014,0,1690,1618,1786,2
934550,4,3.25,5900,1.5,0,2,4,9,2320,0,1910,0,2320,6240,1428,1
1465000,3,1.5,9900,2,0,3,3,10,2130,350,1940,0,2860,9288,1518,1
975000,4,2.25,5350,2,0,0,4,9,2120,170,1958,0,2910,5350,1766,1
800866,5,2.5,13806,2,0,0,4,10,3180,0,1990,0,3180,13798,1795,2
950000,7,3.5,16264,2,0,0,4,9,3470,0,1980,0,3040,13500,1452,2
624000,4,3,4140,1.5,0,0,5,7,1540,0,1902,0,1460,5000,1673,1
1850000,5,2.25,8442,2,1,4,3,9,2800,0,1963,2001,3220,9156,1694,2
310000,3,1,9876,1,0,0,3,7,1050,0,1953,0,1760,9403,1786,1
315000,3,1.75,6800,1,0,0,4,7,1480,0,1968,0,1500,7900,1582,4
675000,3,2,5973,1,0,0,5,6,1010,0,1942,0,1920,6015,1688,2
490000,3,1.75,8208,1,0,0,4,8,1660,0,1965,0,2210,11000,1603,2
6e+05,5,2.25,6350,1,0,0,3,7,1380,1380,1958,0,2060,6342,1513,1
154000,2,1,20524,1,0,3,3,6,1040,0,1949,1989,1880,38996,1668,5
480000,4,1.75,6500,2,0,3,4,8,2220,0,1964,0,2430,11600,1760,1
196900,3,1,7500,1,0,0,3,6,1270,0,1954,0,1250,8000,1511,1
735000,3,3.25,39370,2,0,0,3,10,2960,0,1989,0,2960,56628,1682,2
205500,3,2,8748,1,0,0,3,7,1330,0,1986,0,1510,8584,1497,3
