price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,when_sold,district,is_basement,is_renovated
615000,3,1.75,1,0,0,4,8,1250,700,1962,0,1740,1725,2,1,0
860000,4,3.5,2,0,0,3,10,3950,0,1998,0,3110,1458,2,0,0
555000,3,1.75,1,0,0,5,7,1120,920,1958,0,1530,1751,1,1,0
579000,3,2.5,1.5,0,0,5,8,1390,600,1926,0,1180,1718,1,1,0
385000,3,1.75,1,0,0,3,7,1300,0,1968,0,1450,1739,2,0,0
420000,4,2.25,2,0,0,3,7,2030,0,1977,0,2190,1451,2,0,0
645000,3,1.75,1.5,0,0,5,7,1620,720,1914,0,1410,1723,1,1,0
549950,3,2.5,2,0,0,3,8,2160,0,1996,0,1830,1437,1,0,0
678000,3,2.75,1,0,1,5,8,1640,1130,1962,0,2450,1654,2,1,0
199000,4,2,2,0,0,3,7,2030,0,1950,0,1520,1779,1,0,0
604000,3,1,1,0,0,4,7,1440,0,1957,0,2540,1506,1,0,0
268000,5,1.75,1,0,0,5,7,1010,720,1963,0,1730,1462,4,1,0
960000,5,3.5,2,0,0,3,10,2820,1690,2003,0,4330,1703,2,1,0
509250,3,2.5,1,0,0,4,7,1450,650,1980,0,2010,1506,2,1,0
416000,3,2.5,2,0,0,3,8,1800,0,1987,0,1650,1598,2,0,0
190000,3,1,1,0,0,3,7,1090,0,1967,0,1190,1785,3,0,0
212000,3,1.5,1,0,0,4,7,1010,0,1973,0,2420,1436,3,0,0
325900,3,2.5,2,0,0,3,8,2040,0,1985,0,2350,1618,3,0,0
560000,3,3.5,2,0,0,3,8,1880,390,1996,0,1760,1707,1,1,0
275000,3,2.5,2,0,0,4,7,1730,0,1987,0,1710,1653,4,0,0
665000,4,2.5,2,0,2,3,8,2480,0,1994,0,2940,1487,2,0,0
1505000,4,3.5,2,0,0,3,9,2580,900,1926,2010,2380,1768,1,1,1
375000,4,2,1,0,0,3,7,970,750,1930,2006,1160,1583,1,1,1
359950,3,1.75,1,0,0,3,7,1040,530,1979,0,1280,1668,1,1,0
340000,4,2.75,2,0,0,3,7,3527,0,2005,0,2490,1532,3,0,0
401000,2,1,1,0,0,4,7,840,0,1948,0,1100,1616,1,0,0
669000,2,1.75,1,0,3,4,6,1160,790,1952,0,1780,1743,1,1,0
638500,4,2.5,2,0,0,3,8,1980,0,2004,0,2310,1436,2,0,0
545000,2,1.5,2,0,0,5,7,1170,450,1924,0,2130,1473,1,1,0
524000,4,1,1,0,0,3,7,1260,720,1973,0,1570,1560,2,1,0
1610000,5,3.75,2,0,0,3,10,3530,0,2013,0,3340,1608,1,0,0
280000,2,1,1,0,0,3,6,1100,160,1947,0,1260,1668,1,1,0
828000,4,2.5,1,0,0,4,8,1500,620,1979,0,3130,1683,2,1,0
223000,3,1.75,1,0,0,4,7,1360,0,1984,0,1580,1630,3,0,0
1289000,4,3.5,2,0,2,3,9,2250,850,1981,0,2660,1553,2,1,0
750000,2,2,1,0,0,3,7,2370,0,1970,0,1860,1431,5,0,0
430000,2,1,1,0,0,3,7,1210,250,1947,0,1500,1448,1,1,0
711000,4,1.75,1,0,0,5,6,990,990,1948,0,2180,1751,1,1,0
310000,4,2.5,2,0,0,3,8,1930,0,1994,0,1990,1582,4,0,0
415000,5,1.75,1,0,0,3,8,1850,1850,1957,0,2190,1560,1,1,0
274900,4,2.5,2,0,0,3,7,1970,0,1987,0,1970,1738,4,0,0
525000,3,3,2,0,0,4,8,2470,0,1980,0,2310,1760,4,0,0
179500,3,1,1,0,0,3,7,1180,0,1952,0,2300,1567,4,0,0
478000,3,1,1.5,0,0,3,8,1280,0,1910,2014,1410,1777,1,0,1
195000,3,1.75,1,0,0,3,7,990,390,1981,0,1660,1779,4,1,0
385000,4,3,1,0,0,3,8,1670,1070,1980,0,2330,1491,4,1,0
401000,3,2.75,1,0,0,3,7,1260,760,1969,0,2080,1585,2,1,0
522000,4,2.5,2,0,0,3,8,2835,0,2002,0,2770,1651,4,0,0
330000,4,1.75,1,0,0,4,7,1520,0,1968,0,1600,1500,7,0,0
503000,3,2.5,2,0,0,3,9,2190,0,1999,0,2190,1766,1,0,0
175000,5,1.75,1,0,0,4,7,1680,0,1979,0,1800,1512,3,0,0
963990,4,3.5,2,0,0,3,9,3915,0,2014,0,3830,1476,2,0,0
845000,5,2,1,0,0,4,8,1720,0,1951,0,2700,1648,2,0,0
157500,2,1,1,0,0,3,5,670,0,1905,0,1210,1533,1,0,0
450000,2,3,2,0,0,3,7,1400,390,2001,0,1460,1581,1,1,0
925000,4,1.75,1,0,4,3,8,1420,1020,1950,0,2500,1659,1,1,0
6e+05,2,1,1,0,0,4,7,920,0,1938,0,1230,1550,1,0,0
709000,4,1,1.5,0,0,3,7,1680,0,1911,0,1740,1659,1,0,0
1385000,5,3.75,2,0,0,5,10,2190,1100,1938,0,2010,1606,1,1,0
248000,3,2.5,1,0,0,3,7,1220,900,1984,0,1820,1666,4,1,0
245000,3,1,1,0,0,4,6,910,0,1912,0,950,1424,1,0,0
332000,2,1,1,0,0,4,6,1000,0,1942,0,1500,1770,1,0,0
459950,3,2.5,2,0,0,3,7,2340,0,2002,0,2400,1483,7,0,0
425000,3,2,2,0,2,3,8,1180,0,1994,0,1500,1455,1,0,0
460000,3,2.25,1,0,0,3,8,1590,490,1979,0,2270,1674,2,1,0
838300,6,2.5,1,0,0,3,9,2360,1400,1967,0,2300,1673,1,1,0
256000,3,2.5,2,0,0,5,7,1480,0,1995,0,1350,1605,4,0,0
864000,3,2.75,2,0,0,3,10,3060,0,1984,0,3060,1535,2,0,0
9e+05,4,3.5,2,0,0,3,9,2030,1040,1922,2007,1780,1491,1,1,1
145600,3,1,1,0,0,3,6,1170,0,1958,0,1170,1464,4,0,0
865000,5,3,1,0,0,5,8,1830,1070,1977,0,2370,1687,1,1,0
250250,3,2.25,2,0,0,4,8,2210,0,1969,0,1990,1760,3,0,0
162000,4,2,1,0,0,4,5,1440,0,1943,0,1440,1658,4,0,0
450000,4,1.75,1,0,0,3,7,1430,550,1973,0,1870,1708,2,1,0
675500,4,2.75,1,0,0,2,8,1460,600,1978,0,2060,1471,2,1,0
697000,3,2.25,1.5,0,0,5,7,1640,780,1947,0,1560,1613,1,1,0
1324050,3,3.25,2,0,0,3,9,2560,880,2005,0,3110,1605,1,1,0
490000,3,1.75,1,0,0,3,8,1600,0,1984,0,1510,1585,2,0,0
590000,3,2.25,1,0,0,3,8,1460,750,1951,0,1900,1626,1,1,0
280000,4,1.75,1,0,0,3,8,1450,800,1957,0,1930,1423,3,1,0
515000,2,1,1,0,0,4,7,1140,540,1941,0,1610,1777,1,1,0
576000,3,1,1,0,0,4,7,1010,130,1909,0,1700,1725,1,1,0
375000,3,1.75,2,0,0,3,7,1430,0,1981,0,1900,1596,2,0,0
478000,3,1,1,0,0,4,7,1000,440,1980,0,1540,1476,2,1,0
282000,3,1,1,0,0,5,7,1030,640,1977,0,1620,1527,4,1,0
1400000,4,4.5,2,0,3,3,8,1940,1140,1976,2007,2780,1616,1,1,1
593500,5,3.25,2,0,0,3,8,3220,1080,1972,0,2680,1514,4,1,0
724950,4,3.5,2,0,0,3,9,3010,0,2004,0,2720,1627,7,0,0
306000,3,1.75,1,0,0,4,8,1560,0,1966,0,1600,1679,4,0,0
341000,4,1.75,1,0,0,4,8,1500,420,1975,0,2100,1760,4,1,0
399950,3,2.5,1,0,0,3,7,1400,0,1930,2014,1060,1613,1,0,1
534000,5,2,2,0,0,3,7,2280,0,1992,0,1740,1596,1,0,0
635000,6,2.5,2,0,0,3,7,3880,0,2003,0,2620,1718,2,0,0
350000,2,1,1,0,0,3,6,950,400,1927,0,1670,1472,1,1,0
856000,3,1.5,1.5,0,0,3,7,1480,0,1928,0,1970,1507,1,0,0
582000,4,3,3,0,0,3,8,1427,243,2000,0,1700,1654,1,1,0
799000,4,2.5,2,0,0,3,9,3400,0,2004,0,2970,1710,2,0,0
423700,3,2.5,2,0,0,3,8,2070,0,1999,0,2090,1669,7,0,0
1835000,4,3.5,2,0,0,3,12,4870,0,1995,0,5000,1528,2,0,0
322000,3,2,1,0,0,3,7,1160,600,1988,0,1760,1695,4,1,0
929000,4,3.25,2,0,0,3,9,4030,0,2002,0,3470,1611,2,0,0
443000,2,1,1,0,0,3,7,880,250,1939,0,1250,1585,1,1,0
441500,3,1.75,1,0,0,3,7,1510,0,1968,0,1440,1441,2,0,0
875000,4,3.5,2,0,2,4,8,3110,0,1979,0,2340,1731,2,0,0
3600000,3,3.25,2,1,4,3,10,3420,1600,1941,2002,3680,1598,1,1,1
450000,2,1,1,0,0,4,7,740,0,1947,0,920,1438,1,0,0
425000,3,2.25,1,0,0,3,7,1100,530,1974,0,1640,1669,2,1,0
660000,4,1.75,2,0,0,4,10,2780,0,1978,0,2600,1768,2,0,0
763101,3,1.75,1,0,0,4,7,1100,890,1939,0,1460,1753,1,1,0
499000,4,2.75,2,0,0,3,9,2250,0,1992,0,2450,1458,5,0,0
521000,3,1.75,1,0,0,4,8,1350,370,1974,0,2740,1493,2,1,0
302000,2,1,1,0,2,5,6,900,0,1925,0,1810,1771,4,0,0
293000,4,2.25,2,0,0,3,7,2360,0,1998,0,2144,1457,4,0,0
335000,3,2.25,2,0,0,3,7,1530,0,2011,0,2110,1727,5,0,0
499000,2,1,2,0,0,3,7,1450,0,1919,1987,1450,1571,1,0,1
6e+05,3,1.75,1.5,0,0,3,7,1780,260,1924,0,1690,1430,1,1,0
720000,4,1.75,1.5,0,0,4,9,2620,0,1962,0,2230,1661,2,0,0
195000,2,2,2,0,0,3,6,1180,0,2005,0,1310,1499,4,0,0
249000,3,1,1,0,0,3,7,1110,0,1952,0,1140,1793,1,0,0
334000,3,2.25,2,0,0,3,7,1840,0,1989,0,1490,1522,5,0,0
599950,4,1.75,1,0,0,3,8,1510,1210,1952,0,2120,1609,1,1,0
149900,2,1.75,1,0,0,4,8,1090,0,1982,0,1360,1507,3,0,0
7e+05,4,1.75,1,0,0,3,7,1250,480,1945,0,1910,1591,1,1,0
525000,4,1.5,1,0,0,4,6,1170,0,1960,0,2380,1701,1,0,0
1049000,4,3.75,2,0,0,4,10,4740,0,1991,0,3060,1731,4,0,0
402000,3,2.5,1,0,0,4,7,1290,670,1977,0,1960,1792,2,1,0
450000,3,2,1,0,0,3,7,980,450,1947,0,1450,1749,1,1,0
520000,3,2.25,2,0,0,3,8,2510,0,1981,0,2470,1583,4,0,0
205000,3,1.75,1,0,0,5,7,820,600,1980,0,1470,1582,3,1,0
635000,3,2.25,1,0,0,3,9,2680,0,2004,0,3170,1675,4,0,0
210500,3,1,1,0,0,5,7,1220,0,1958,0,1310,1492,3,0,0
406650,2,1,1,0,0,3,6,1070,0,1940,0,1770,1696,1,0,0
350000,3,1.75,1,0,0,4,7,1580,0,1968,0,1860,1457,4,0,0
425000,4,1.75,1,0,0,3,7,930,890,1942,0,1590,1442,1,1,0
798000,3,3.5,2,0,0,3,10,3590,0,1999,0,3230,1764,2,0,0
180000,3,1,2,0,0,2,5,1960,0,1908,0,1850,1585,4,0,0
1250000,5,3.25,2,0,0,5,8,3160,0,1972,0,2360,1767,1,0,0
435000,4,2,2,0,0,4,7,1630,400,1925,0,1350,1493,1,1,0
355000,3,1.5,1,0,0,3,7,1240,0,1962,0,1570,1590,2,0,0
3e+06,5,3.25,2,0,0,3,10,3850,1520,1918,2008,2410,1522,2,1,1
685000,5,2.5,2,0,0,5,9,2670,0,1958,0,1810,1715,1,0,0
311000,3,1,1,0,0,4,7,1640,0,1960,0,1680,1714,4,0,0
305000,4,2.25,1,0,0,4,7,2130,0,1966,0,1710,1666,4,0,0
675000,3,2.5,1.5,0,0,4,7,1850,700,1924,0,1700,1714,1,1,0
769000,4,2.75,1,0,2,4,8,1850,1780,1968,0,3380,1679,1,1,0
430000,3,1.5,1.5,0,0,5,7,1690,0,1954,0,1570,1703,2,0,0
516250,6,2,1.5,0,0,4,7,2390,0,1925,0,2250,1654,2,0,0
760000,3,3.5,1,0,2,5,7,1340,1010,1940,0,2580,1574,1,1,0
579950,3,3.5,2,0,0,3,8,1180,240,2003,0,1494,1640,1,1,0
476000,3,2.25,1,0,0,4,8,1170,400,1980,0,1660,1513,1,1,0
510000,3,1.75,1,0,0,4,7,1600,0,1967,0,2010,1757,2,0,0
205000,2,1,1,0,0,3,6,720,0,1955,0,1357,1792,1,0,0
240000,3,1,1,0,0,3,7,1470,0,1969,0,1720,1640,3,0,0
738000,5,3.5,2,0,2,3,10,1970,820,1991,0,2980,1675,1,1,0
420000,3,1.75,1,0,0,5,6,860,860,1940,0,1440,1711,1,1,0
455000,3,1.75,1,0,0,4,7,1300,0,1969,0,2070,1602,2,0,0
765000,4,1,1.5,0,0,5,8,1820,700,1912,0,2350,1662,1,1,0
372000,4,1.5,1.5,0,0,4,7,1780,0,1962,0,1350,1581,4,0,0
160000,3,1,1,0,0,2,6,1200,0,1948,0,1570,1582,1,0,0
772000,4,2.5,2,0,0,3,9,2990,0,2003,0,2990,1693,2,0,0
1125000,5,1.75,2,0,0,4,9,1910,0,1906,0,2050,1605,1,0,0
479000,3,1,1.5,0,0,3,7,1370,0,1924,0,1510,1776,1,0,0
570000,3,2.5,2,0,0,3,8,1910,0,1999,0,1910,1430,2,0,0
350000,4,1,1.5,0,0,3,6,1170,0,1959,0,1260,1729,1,0,0
353000,3,2.5,3,0,0,3,8,1250,0,2004,0,1330,1615,1,0,0
699000,5,2.5,2,0,0,3,10,3340,0,2002,0,3420,1707,4,0,0
265000,3,2,2,0,0,4,7,1380,0,1955,0,1260,1709,1,0,0
167000,1,1,1.5,0,0,3,6,780,0,1989,0,930,1435,9,0,0
5e+05,4,2.25,1,0,0,3,8,1390,690,1964,0,1800,1627,2,1,0
7e+05,3,1,2,0,0,4,6,1410,0,1901,0,1640,1730,1,0,0
295000,1,1,1,0,0,3,6,520,0,1918,0,1030,1612,1,0,0
1010000,4,3.5,2,0,2,3,9,2590,910,2004,0,2430,1485,1,1,0
209000,2,1,1,0,0,5,6,840,0,1969,0,920,1427,4,0,0
276000,3,1.75,1,0,0,4,7,1440,800,1968,0,1740,1527,3,1,0
380000,4,2.5,2,0,0,3,8,2100,0,2002,0,2090,1533,4,0,0
315000,3,1.5,1,0,0,3,7,1150,600,1954,0,1680,1763,7,1,0
685530,4,2.5,2,0,0,3,9,3130,0,1996,0,2780,1486,2,0,0
254600,3,2,1,0,0,4,7,1470,0,1968,0,1390,1743,4,0,0
230000,3,2,1,0,0,4,6,720,720,1942,2007,1120,1766,4,1,1
335000,3,3,3,0,0,3,8,1430,0,2003,0,1020,1722,1,0,0
550000,4,2.5,1,0,0,3,7,1460,710,1980,0,1940,1766,2,1,0
123300,3,1,1.5,0,0,4,7,1150,0,1956,0,1360,1560,3,0,0
275436,4,2.75,1.5,0,0,3,7,2170,0,1966,0,1490,1675,4,0,0
325000,4,3.5,1.5,0,3,3,7,1640,990,1984,0,1920,1775,1,1,0
635000,4,2.5,2,0,0,3,9,2490,0,1997,0,3170,1714,2,0,0
513000,3,1.75,1,0,0,4,7,1110,600,1944,0,920,1442,1,1,0
580000,4,2.5,1,0,0,3,8,1490,640,1980,0,3030,1731,2,1,0
225000,3,1,1,0,0,3,7,940,0,1954,0,1270,1436,1,0,0
265000,3,1,1,0,0,3,7,1060,340,1961,0,1570,1655,1,1,0
313000,4,1.75,1,0,0,3,7,930,700,1978,0,1630,1633,1,1,0
296000,2,1,1,0,0,3,7,1370,0,1948,0,1330,1451,1,0,0
655500,4,2.75,1,0,0,3,8,1680,700,1957,2001,1950,1627,2,1,1
250750,5,1.75,1,0,0,4,8,2140,0,1951,0,1640,1576,3,0,0
438000,4,2.5,2,0,0,3,8,1970,0,2004,0,2590,1673,4,0,0
590000,3,2.75,2,0,0,4,8,1980,570,1967,0,2180,1707,2,1,0
329500,3,1,1,0,0,4,7,1080,0,1947,0,1100,1641,1,0,0
1195000,3,2.25,2,0,0,3,10,2110,960,1987,0,3130,1480,2,1,0
415000,2,1,1,0,0,3,6,900,570,1944,0,1670,1476,1,1,0
9e+05,4,2.5,2,0,0,3,10,3620,0,1984,0,2950,1655,2,0,0
378000,3,1.5,1,0,0,3,7,1050,0,1975,0,1460,1431,7,0,0
474000,2,1,1,0,3,5,6,1050,0,1905,0,1760,1696,4,0,0
464000,3,1,2,0,0,3,7,1320,0,1900,0,1660,1750,1,0,0
310000,3,1,1,0,0,4,7,1210,0,1956,0,1210,1578,1,0,0
580000,3,1.5,2,0,1,5,7,1860,0,1952,0,1670,1659,1,0,0
999000,3,2.75,1,1,3,4,8,1830,1000,1962,0,2120,1597,6,1,0
510000,2,1,1,0,0,5,6,810,0,1942,0,1920,1479,1,0,0
650000,3,1.5,1,0,1,3,7,1160,470,1940,0,2320,1794,1,1,0
196000,3,1,1,0,0,4,7,880,0,1978,0,880,1665,3,0,0
220000,4,1.75,1,0,0,3,6,1010,650,1952,0,1670,1686,1,1,0
855000,3,2.25,2,0,2,3,10,3440,0,1985,0,3170,1639,2,0,0
483000,3,1.75,1,0,0,4,8,1440,670,1978,0,1990,1679,2,1,0
4e+05,3,1,1,0,0,3,7,1060,0,1952,0,1550,1458,1,0,0
435000,3,2.5,2,0,0,3,8,1900,0,1993,0,2650,1737,2,0,0
219500,1,1,1,0,0,3,8,760,60,2007,0,1770,1647,1,1,0
2950000,4,3.5,2,0,0,3,12,4860,0,1996,0,3580,1679,2,0,0
427000,3,2.5,3,0,0,3,7,2050,0,2008,0,2050,1661,1,0,0
430000,2,1.5,1.5,0,0,3,7,1090,0,1900,0,1390,1585,1,0,0
685000,2,1.5,1.5,0,0,3,7,1090,0,1900,0,1390,1423,1,0,0
495000,2,1.5,1,0,0,3,7,1060,860,1937,0,2070,1674,1,1,0
299950,3,2.5,2,0,0,3,7,1870,0,1990,0,1870,1744,3,0,0
390000,4,1.75,1.5,0,0,3,7,2690,0,1940,0,1920,1595,1,0,0
385000,3,1.75,1.5,0,0,4,7,1260,900,1928,0,1590,1696,1,1,0
740000,4,2.5,2,0,0,3,9,3000,0,1995,0,3140,1744,2,0,0
991700,4,3,2,0,1,3,9,1610,680,1924,2011,1610,1716,1,1,1
765000,3,2.75,2.5,0,0,4,9,1830,420,1909,1991,2060,1695,1,1,1
802000,4,2.25,2,0,2,4,8,2130,0,1961,0,2550,1673,2,0,0
950000,4,2.75,1,0,0,4,8,1700,800,1969,0,2650,1595,2,1,0
392000,4,2.5,2,0,0,3,7,2300,0,1988,0,2300,1612,4,0,0
590000,3,2.5,1,0,0,3,8,3360,0,1989,0,2650,1583,2,0,0
425000,4,2.5,2,0,0,2,7,1920,0,1989,0,1530,1455,1,0,0
765000,5,1.75,1.5,0,4,4,8,1740,700,1944,0,2390,1717,1,1,0
313500,3,2.25,2,0,0,4,7,1440,0,1983,0,1390,1701,2,0,0
320000,3,1,2,0,0,4,6,1780,0,1947,0,1410,1688,1,0,0
604000,4,1.75,1,0,0,3,8,1350,140,1960,0,1380,1514,1,1,0
570000,3,2,2,0,0,3,8,1060,340,2004,0,1540,1512,1,1,0
639000,4,2.5,2,0,0,4,8,2150,0,1982,0,1800,1780,2,0,0
335000,4,2,1,0,0,4,7,1910,0,1963,0,1820,1686,4,0,0
896000,4,1.75,2,0,0,4,8,2080,580,1917,0,2100,1633,1,1,0
259500,3,1.75,1,0,0,3,7,1650,0,1957,0,1470,1742,1,0,0
637000,3,2,1,0,0,4,7,1380,600,1958,0,1260,1701,1,1,0
307450,4,2.75,1,0,0,3,8,1370,1320,1980,0,1990,1429,3,1,0
535000,3,1.75,1,0,0,4,7,860,520,1925,0,1820,1683,1,1,0
669500,4,2.25,1.5,0,0,4,7,1520,980,1940,0,1410,1739,1,1,0
259000,3,1.75,1,0,0,3,7,1590,0,1952,0,1150,1619,1,0,0
441000,4,1.5,1,0,0,1,7,1100,0,1919,0,2020,1555,1,0,0
228800,4,2.5,2,0,0,3,7,980,490,2003,0,1460,1423,1,1,0
530000,2,2,1,0,0,3,8,1680,0,2006,0,1570,1787,2,0,0
524000,2,2,1,0,0,4,6,750,700,1924,0,2170,1711,1,1,0
430000,4,2.25,1.5,0,0,5,8,1200,820,1925,0,1410,1575,1,1,0
1325000,4,3.25,1.5,0,0,5,9,1890,580,1906,0,2470,1646,1,1,0
210000,3,1,1,0,0,3,7,1230,0,1969,0,1230,1613,4,0,0
449000,4,2.5,1,0,0,3,7,1230,620,1930,2013,1010,1746,1,1,1
945000,2,2.5,2,0,0,3,9,2540,0,2004,0,1330,1750,1,0,0
200450,3,1,1,0,0,3,6,970,0,1957,0,1000,1478,1,0,0
219950,3,1.5,1,0,0,3,6,1070,0,1985,0,1030,1448,3,0,0
659500,4,3,1,0,0,4,8,1870,750,1956,0,2630,1750,2,1,0
746000,4,2.75,1.5,0,0,5,8,2110,0,1966,0,2420,1590,2,0,0
540000,3,1.75,1,0,0,3,8,1280,830,1982,0,1810,1465,2,1,0
485000,5,2,1,0,0,3,7,1020,890,1968,0,1030,1667,1,1,0
202000,2,1,1,0,0,3,6,670,0,1942,0,740,1528,1,0,0
2525000,4,5.5,1,0,0,4,11,4310,2620,1950,1991,2560,1648,2,1,1
502000,3,2.75,1,0,0,3,8,1360,650,1979,0,2200,1464,1,1,0
279000,2,2.75,1,0,0,3,8,1210,560,2003,0,1600,1500,3,1,0
409500,3,1,1,0,0,4,7,1040,300,1921,0,1270,1599,1,1,0
453000,3,2,1,0,0,3,7,1260,400,1983,0,1660,1737,2,1,0
367000,4,1,1.5,0,0,3,6,1820,0,1947,0,1140,1497,1,0,0
550000,3,2.5,2,0,0,3,9,2510,0,1992,0,1840,1777,4,0,0
273500,3,1.5,1,0,0,3,7,1560,0,1962,0,1820,1528,4,0,0
505000,4,3,1,0,0,3,7,1340,940,1978,0,1540,1640,1,1,0
770000,3,2.5,2,0,0,3,9,2650,0,1994,0,2550,1750,2,0,0
565000,4,2.25,2,0,0,3,8,2470,0,1984,0,2270,1791,1,0,0
316000,3,0.75,1,0,0,5,7,1270,0,1971,0,1300,1688,2,0,0
160000,4,1,1.5,0,0,3,7,1520,0,1960,0,1520,1652,3,0,0
170000,3,1,1,0,0,3,7,1310,0,1956,0,1330,1620,3,0,0
235000,3,1,1,0,0,3,7,1310,0,1956,0,1330,1477,3,0,0
1799000,4,3.5,2,0,0,3,12,3930,0,1999,0,4250,1567,2,0,0
310000,3,1,1,0,0,3,7,990,0,1967,0,1200,1659,2,0,0
285000,4,1.75,1,0,0,4,7,1040,1040,1955,0,1780,1781,1,1,0
280000,2,1,1,0,0,3,6,960,0,1942,0,1010,1765,1,0,0
2298000,4,4.25,2,0,3,3,10,4070,0,2004,0,3430,1506,1,0,0
763776,4,2.5,2,0,0,3,9,2750,0,1989,0,2810,1694,2,0,0
530000,5,2.75,1,0,2,3,8,1880,1350,1965,0,2910,1507,1,1,0
362000,1,1,1.5,0,0,3,7,890,0,1996,0,1670,1513,5,0,0
430000,2,1,1,0,0,3,6,990,0,1931,0,990,1714,1,0,0
456500,3,1,1.5,0,0,4,7,1290,0,1919,0,1290,1714,1,0,0
445000,4,2.5,2,0,0,3,7,2170,0,1989,0,1430,1666,1,0,0
386900,3,1,1,0,0,3,7,960,370,1963,0,1460,1486,2,1,0
479000,3,1,1,0,0,4,7,1340,0,1955,0,1430,1731,2,0,0
525000,3,2.5,2,0,0,3,8,2200,0,2000,0,2400,1483,7,0,0
272000,4,1.75,1,0,0,3,7,1260,1260,1979,0,2090,1549,3,1,0
517000,4,1,1.5,0,0,3,7,1180,0,1950,0,1580,1498,1,0,0
615000,3,1.75,1,0,0,4,8,1330,1330,1951,0,1950,1498,1,1,0
439000,3,1.75,1,0,0,3,7,1250,0,1965,0,1460,1680,2,0,0
716000,3,2.5,1,0,0,4,10,2270,0,1988,0,2580,1715,2,0,0
308000,2,1,1,0,2,4,7,1080,0,1942,1968,2100,1619,1,0,1
8e+05,3,2.25,2,0,0,4,8,1620,0,1926,0,1210,1759,1,0,0
575000,3,2,1,0,0,3,7,880,60,1941,0,1420,1430,1,1,0
219950,3,1.5,1,0,0,4,7,1620,0,1967,0,1610,1738,4,0,0
770000,4,2.5,2,0,0,4,8,2350,0,1987,0,2460,1778,2,0,0
424950,3,1.75,1,0,0,3,7,2090,0,1967,0,1510,1556,2,0,0
387000,3,2.25,2,0,0,3,7,1760,0,1984,0,1910,1547,7,0,0
790000,4,1.75,1,0,3,3,8,1450,600,1974,0,2440,1749,1,1,0
156000,2,1,1,0,0,3,5,600,0,1933,0,1290,1527,1,0,0
580000,2,1,1,0,0,5,8,1320,1220,1942,0,2160,1795,1,1,0
490000,4,2.25,2,0,0,3,8,2090,0,1970,0,1800,1658,2,0,0
950000,5,3.25,2,0,2,3,9,2070,630,1926,2014,1940,1723,1,1,1
4e+05,2,2.5,2,0,0,3,8,1090,320,2008,0,1410,1511,1,1,0
325000,2,2.5,2,0,0,3,8,1170,0,2008,0,1350,1422,1,0,0
365000,4,2.5,2,0,0,3,9,2540,0,2002,0,2810,1648,4,0,0
255000,3,1.75,1.5,0,0,4,7,2190,0,1920,0,1610,1458,3,0,0
985000,5,3.5,2,0,1,3,9,2870,1020,1984,0,3080,1473,1,1,0
595000,4,2.5,1,0,0,3,7,1100,930,1967,0,1610,1442,1,1,0
427500,3,1,1,0,0,5,7,1350,0,1944,0,1350,1723,1,0,0
728000,3,1.5,1.5,0,0,3,8,1310,630,1915,0,1940,1631,1,1,0
549950,2,1,1,0,0,3,7,1000,260,1940,0,1780,1667,1,1,0
650000,3,2,1,0,0,3,7,1400,1400,1954,0,2260,1578,1,1,0
1125000,5,3.25,1,0,2,4,9,2230,850,1968,0,2810,1476,2,1,0
203000,3,1,1,0,0,5,6,840,0,1969,0,920,1431,4,0,0
311000,2,1,1,0,0,5,6,860,0,1903,0,1380,1701,1,0,0
387500,6,2,1,0,0,3,6,1200,1200,1932,2005,1290,1437,1,1,1
370000,4,2,1,0,0,3,7,1640,0,1963,0,1500,1478,1,0,0
228000,2,1,1,0,0,3,6,1060,0,1951,0,1550,1715,1,0,0
740000,2,1.75,1,0,0,5,7,1080,1000,1923,0,1310,1772,1,1,0
2e+05,4,2,1,0,0,3,7,1070,1020,1974,0,1550,1729,1,1,0
660000,3,1,1,0,0,4,7,1240,0,1927,0,1650,1730,1,0,0
275000,4,2,2,0,0,3,7,2030,0,1944,0,1190,1730,1,0,0
708000,2,1,1,0,0,3,7,950,170,1938,0,1510,1436,1,1,0
280000,3,2.5,2,0,0,3,8,1270,0,1993,0,1270,1781,7,0,0
325000,4,2.5,2,0,0,3,8,2260,0,2002,0,2450,1549,4,0,0
495000,3,2.5,2,0,0,3,7,1780,0,1995,0,1890,1688,7,0,0
691000,2,2,1.5,0,0,3,7,980,800,1922,0,1690,1655,1,1,0
2288000,4,2.5,2,0,2,4,11,4080,0,1983,0,4080,1737,2,0,0
329500,3,2.5,1,0,0,5,7,1360,760,1979,0,2330,1437,3,1,0
348000,3,2.5,2,0,0,3,9,2060,0,1989,0,2480,1703,3,0,0
425000,2,1,1,0,0,4,7,1670,0,1947,0,1670,1602,1,0,0
210000,3,1,1,0,0,3,6,1080,0,1942,0,1380,1781,1,0,0
285000,2,1,1,0,0,3,6,710,500,1951,0,1100,1566,1,1,0
222000,3,1,1,0,0,3,6,990,0,1966,0,1120,1435,3,0,0
2e+05,4,2.5,1,0,0,3,7,1120,600,1961,0,1520,1773,3,1,0
247500,3,2,1,0,0,3,7,1530,0,1995,0,1750,1645,3,0,0
1500000,4,5.5,1,0,0,3,11,5400,1150,2006,0,4110,1688,4,1,0
190000,3,1.75,1,0,0,3,6,1100,0,1942,0,1350,1596,1,0,0
